Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
121	138.81186	39.969128	198.45053	83.81269	802.2	13.8963	27.145689	172.8302	-8.087891	610000	-3.6621095e-08	388.942	-0.0027416565	-260.36737	0.6827357	0.0179991	0.3616	6.0	1185.970067024231
122	140.5756	56.107582	196.8371	70.99674	776.1667	14.225175	11.215901	63.430862	-15.97971	615000	-3.6621095e-08	352.8195	-0.0059629944	-170.20721	0.65244323	0.009588121	0.1244	79.0	1194.5077862739563
123	66.72787	7.325865	77.86367	59.38925	1000.0	11.336892	11.893557	53.073673	-4.447767	620000	5.1879884e-08	86.54496	-0.012180216	-71.02823	0.6738704	0.0098800035	0.0746	79.0	1204.85493350029
124	107.86156	30.016481	158.05875	71.66189	1000.0	5.6738267	15.207088	84.64731	-8.994071	625000	0.0	16.965218	-0.010874405	-8.553077	0.721091	0.009871798	0.0902	79.0	1213.9285156726837
125	75.100655	93.96484	166.76587	-116.17959	774.8333	14.587167	15.8243685	101.14422	-6.4621634	630000	3.6621095e-08	821.3388	-0.010768542	-620.2274	0.6541936	0.0057543977	0.0756	79.0	1221.7168781757355
126	167.67749	59.15231	225.75342	54.962055	664.7143	14.887144	14.159279	91.11697	-19.771301	635000	-9.155274e-09	347.8326	-0.0052629025	-225.3948	0.6414764	0.012580167	0.1298	79.0	1229.7770857810974
127	117.2501	40.322273	187.32501	68.54049	910.8	17.416971	13.73173	82.57533	-1.559714	640000	2.4414062e-08	143.88008	-0.008648376	-86.20382	0.66992235	0.01604389	0.0606	40.0	1238.3553547859192
128	113.50105	40.316925	182.90428	61.46012	904.8	8.736062	12.68301	53.914547	-8.971713	645000	-3.0517577e-09	57.092957	-0.0072501646	-19.451717	0.7862533	0.007409073	0.131	79.0	1247.5909094810486
129	116.66979	75.771095	218.98772	-23.58844	705.0	18.738176	16.491367	97.55054	-3.6559792	650000	9.155274e-09	380.60556	-0.006284543	-165.84161	0.64947516	0.007088791	0.0666	79.0	1255.903801202774
130	174.63327	48.04314	221.92769	94.39605	647.7143	17.262691	14.225875	119.03484	-16.01538	655000	-3.0517577e-09	391.23486	-0.0056898696	-319.73328	0.6944616	0.009381014	0.0722	79.0	1263.3489203453064
131	171.07323	50.29032	223.84793	92.44115	640.8571	25.23022	22.249575	174.01991	-8.416508	660000	2.5939942e-08	563.3996	-0.006116646	-319.6317	0.6720818	0.0028942188	0.0604	79.0	1271.8115890026093
132	151.16805	40.99181	200.00659	89.7784	838.6	20.25156	11.997536	83.45367	1.444182	665000	3.0517577e-09	223.5003	-0.007816558	-132.54875	0.7485293	0.0067478744	0.067	79.0	1280.5503101348877
133	122.904495	44.816425	209.11407	86.02634	942.2	12.551721	13.931658	83.64502	-3.7703435	670000	-9.155274e-09	77.951225	-0.0085872775	-31.496132	0.74931973	0.0051740464	0.0622	79.0	1289.3214588165283
134	130.97774	50.573746	212.88023	61.208336	807.8	12.189441	14.637055	87.437294	-5.0561824	675000	3.0517577e-09	60.516567	-0.0020782836	-37.85871	0.7542996	0.012328387	0.1138	5.0	1298.2510876655579
135	109.68706	22.50496	142.15195	87.221535	1000.0	11.434737	18.570171	94.43511	-8.701703	680000	3.6621095e-08	132.78018	-0.002589221	-121.85548	0.770493	0.0073885103	0.0778	6.0	1307.046100139618
136	111.567764	57.624283	198.75676	16.625534	708.1429	15.845018	22.679031	119.43298	-6.147535	685000	6.1035155e-09	592.61487	-0.008228806	-330.38437	0.66159624	0.0074270424	0.0646	79.0	1316.1019322872162
137	127.071106	48.106014	203.25452	78.42676	806.1667	9.6739645	10.763844	58.493595	-13.675609	690000	5.912781e-09	163.30046	-0.0055437637	-104.16949	0.7439968	0.011935624	0.132	79.0	1325.1057426929474
138	162.98344	52.21001	235.0639	73.06586	709.2857	14.1817	13.309425	70.6803	-7.7040067	695000	9.155274e-09	319.90063	-0.0034572785	-164.21565	0.6578179	0.015211098	0.1072	65.0	1333.0235159397125
139	124.5351	67.32379	198.9011	-15.883623	619.5714	19.025705	20.386105	144.38577	-19.094498	700000	-1.2207031e-08	156.92087	-0.008260455	-79.758415	0.6719815	0.016881973	0.0448	53.0	1340.8954107761383
140	125.77588	38.366627	173.12292	80.612854	850.4	19.320961	22.741724	184.57695	-20.066748	705000	1.8310548e-08	239.7402	-0.008134595	-183.61119	0.7253709	0.006659393	0.0924	79.0	1350.4004034996033
141	119.68307	36.601883	173.234	79.4759	831.8333	8.194617	14.575218	69.00015	-22.233118	710000	0.0	158.4286	-0.0067496947	-116.076675	0.77991986	0.011663394	0.0616	79.0	1358.7208468914032
142	153.664	49.217983	234.19954	97.5718	734.5	13.30488	18.05841	123.14438	-9.305533	715000	1.8310548e-08	97.02132	-0.0067630066	-34.51737	0.757922	0.006069899	0.0622	79.0	1366.9995210170746
143	154.51588	55.04834	230.80249	85.56064	723.0	17.243097	16.473713	81.966736	-5.9688067	720000	-2.4414062e-08	256.22784	-0.005963501	-100.94261	0.7144928	0.010424685	0.0462	79.0	1375.3366301059723
144	171.06935	38.833942	230.56241	109.43442	801.3333	14.422456	18.831755	95.99043	-7.868511	725000	1.2207031e-08	163.73375	-0.0059815366	-54.413788	0.64854646	0.016255679	0.1068	18.0	1383.3542597293854
145	158.29063	51.607193	222.09178	94.387505	701.1429	21.00155	19.85887	92.36666	-8.776161	730000	8.5449216e-08	378.49234	-0.004954248	-146.86244	0.60744023	0.007389715	0.0508	79.0	1391.7211561203003
146	129.56483	41.5859	202.95872	90.007904	891.0	11.968331	17.367039	95.74093	-12.054312	735000	-1.5258789e-09	73.32402	-0.007880372	-41.313347	0.6285223	0.013997241	0.1692	79.0	1400.4386796951294
147	152.53209	45.92578	223.72357	96.43814	800.1667	10.841773	16.578278	82.108154	-4.2143703	740000	1.6784668e-08	121.15025	-0.003989699	-44.155968	0.7220248	0.004862122	0.0362	79.0	1408.6624827384949
148	137.34671	43.472847	200.19295	81.40123	844.8	17.001778	18.060701	108.0791	-1.4155906	745000	3.2806398e-08	90.567	-0.009995457	-36.97381	0.645912	0.008233243	0.0578	79.0	1417.4913041591644
149	84.677986	82.34985	214.62807	-14.023013	716.5	14.982799	17.193888	86.25557	-4.596055	750000	1.3923645e-08	492.03906	-0.007578867	-257.59186	0.69767004	0.008306027	0.0664	79.0	1425.7969918251038
150	122.35968	32.642338	163.38556	82.69409	1000.0	5.1515007	13.782132	70.57434	-63.693115	755000	2.1743775e-08	62.343544	-0.0119012315	-50.52996	0.72834045	0.0068112547	0.04	79.0	1435.1212990283966
151	147.51512	42.017147	213.03671	102.681366	821.5	15.750257	19.380136	89.30185	-3.4986355	760000	-2.4414062e-08	155.5122	-0.0042581605	-37.87146	0.61630833	0.008564419	0.0886	79.0	1443.464450120926
152	111.52765	24.327541	131.34009	65.82011	1000.0	10.861855	12.615741	52.259766	-2.4677308	765000	-9.765625e-08	36.089695	-0.008684484	-28.225079	0.69192374	0.0066964203	0.0544	79.0	1453.6634390354156
153	151.61208	48.168472	215.90689	77.74676	725.6667	13.436175	18.799992	92.69014	-12.148103	770000	-1.5258789e-09	69.64924	-0.0063170246	-47.745667	0.7037383	0.009984473	0.083	79.0	1462.3091385364532
154	132.03548	79.6664	240.98758	-22.775845	739.6667	17.259907	22.688051	144.17082	-4.123435	775000	2.1362304e-08	434.0699	-0.0065140566	-246.52975	0.6899412	0.015107681	0.067	66.0	1470.2355301380157
155	115.52303	41.39184	168.78635	43.713085	903.6	8.757649	16.279087	101.23908	-5.6995068	780000	1.0681152e-08	36.663666	-0.008196278	-25.320276	0.6835102	0.008696406	0.096	79.0	1478.3636991977692
156	163.5285	45.63519	247.12016	110.21905	808.6667	14.15464	19.61758	109.06516	-8.067366	785000	-3.0517577e-09	137.69441	-0.0039543835	-97.21605	0.62248886	0.011361749	0.068	79.0	1486.3068704605103
157	87.83508	38.89232	141.72684	21.376825	849.0	16.520657	20.065977	135.02774	-4.7269006	790000	3.051758e-08	318.99997	-0.008546976	-238.81317	0.5818064	0.008493595	0.0974	79.0	1494.925120830536
158	143.31937	35.439354	197.103	80.36224	801.1667	11.203547	19.25829	155.78116	-23.808098	795000	0.0	52.459206	-0.011240426	-36.14716	0.6858423	0.0067752395	0.0656	79.0	1503.3650074005127
159	135.06557	44.603977	223.59543	85.11063	821.5	15.735188	21.122992	125.83805	-5.330193	800000	2.89917e-08	163.13426	-0.0061029196	-76.04825	0.58723366	0.0062288353	0.063	79.0	1511.7739520072937
160	134.03664	26.062658	181.78545	98.06159	817.1667	11.524905	18.06469	138.60817	-8.357492	805000	2.4414062e-08	210.4474	-0.010595319	-90.0728	0.62268114	0.018288925	0.0902	37.0	1520.6162502765656
161	176.62985	53.83911	245.11647	85.59381	615.0	18.288181	18.939026	92.147285	-12.337219	810000	1.2207031e-08	216.76225	-0.0072157835	-78.39743	0.6468007	0.002893752	0.0336	79.0	1528.9353730678558
162	119.81643	41.420563	186.36989	78.897415	785.6667	15.701372	15.589274	97.43398	-2.446608	815000	1.8310548e-08	67.179634	-0.0075677456	-35.927742	0.65940887	0.015206521	0.0918	26.0	1537.689617395401
163	160.27225	56.521378	247.91164	92.83579	649.2857	19.062147	23.563675	106.68473	-8.697808	820000	6.1035155e-09	110.23543	-0.005743335	-54.677685	0.6735499	0.006483121	0.07	79.0	1545.9385857582092
164	166.89824	40.433895	222.28181	108.46338	698.8333	18.77829	18.399586	77.75533	-2.1673985	825000	3.6621095e-08	109.45606	-0.0072711306	-54.1682	0.71380067	0.0078836605	0.0982	79.0	1554.2759537696838
165	195.29129	44.79836	260.21625	135.1209	583.375	26.98374	23.658964	114.094124	-6.355594	830000	1.8310548e-08	295.913	-0.007115055	-98.17125	0.6691703	0.010260045	0.0738	79.0	1562.3423025608063
166	134.59258	53.881615	236.3097	84.78672	868.6	14.645721	17.174942	98.37769	-0.43196607	835000	-1.5258789e-09	73.60663	-0.00763131	-27.239216	0.69798905	0.0047742194	0.0588	79.0	1571.1716930866241
167	118.69757	56.4588	170.54785	-2.985194	805.8333	15.505338	24.244598	160.2203	-3.3423293	840000	4.577637e-09	388.5377	-0.0075264038	-306.19473	0.669069	0.008978915	0.049	79.0	1579.3095118999481
168	92.14987	70.8108	179.25934	-18.615454	706.8333	14.262965	20.504261	89.03123	-18.564219	845000	2.0599366e-08	385.2753	-0.012529065	-184.50145	0.65972775	0.014407452	0.0846	79.0	1588.9942152500153
169	102.93628	17.342146	128.84502	81.05106	1000.0	9.350789	10.891157	56.21032	-28.187426	850000	-6.1035155e-09	73.90533	-0.008360113	-61.334534	0.6474981	0.0046335924	0.1266	79.0	1597.9569396972656
170	160.66417	39.452896	207.35089	110.1281	645.1429	9.351063	16.144957	101.2682	-50.602768	855000	0.0	378.09146	-0.004583887	-283.1801	0.63114464	0.0072852015	0.0654	79.0	1606.4494638442993
171	120.44369	33.037025	158.41664	77.10797	1000.0	15.051401	18.637207	89.13231	-6.318932	860000	-1.2207031e-08	115.3279	-0.01051593	-94.15004	0.7061331	0.012319745	0.1462	79.0	1615.5556225776672
172	171.96526	50.254543	232.00037	71.57898	683.1429	17.272968	26.173372	131.89029	-8.107212	865000	-1.6784668e-08	199.18634	-0.006985002	-103.002785	0.62420154	0.008831151	0.1188	79.0	1623.5435490608215
173	148.74089	69.90513	231.11943	18.391806	655.7143	19.209415	19.82924	68.10177	-3.9845743	870000	2.670288e-09	358.66006	-0.007981814	-114.1328	0.6402955	0.008250637	0.1004	79.0	1632.082640171051
174	176.20438	41.664516	254.13535	128.93086	593.4286	20.166166	22.310732	122.76662	-14.605539	875000	2.2888184e-08	135.80353	-0.007204921	-39.827362	0.61221355	0.006593389	0.0648	79.0	1640.0507469177246
175	142.59895	37.61584	215.29102	111.27674	889.6	13.672619	19.833057	70.18285	-6.6923823	880000	5.912781e-09	32.26052	-0.0021182755	-12.4165745	0.6481998	0.013130815	0.1652	5.0	1648.4106533527374
176	156.18315	53.927334	248.21729	107.22872	818.1667	13.497453	19.919107	99.46009	-5.7714467	885000	-3.8146972e-08	133.76842	-0.0060552843	-38.346977	0.63466096	0.007145952	0.059	79.0	1656.7743256092072
177	137.97188	91.8	233.42487	-65.88613	638.2857	18.688417	23.05734	113.72862	-11.573676	890000	-3.6621095e-08	445.3826	-0.0057676267	-174.8935	0.6148428	0.0070737717	0.0706	79.0	1665.0960755348206
178	129.38145	74.91514	223.11984	-4.432107	964.2	26.923206	41.16599	172.38486	-9.065018	895000	-6.103516e-08	2373.094	-0.005213605	-2252.8865	0.54753363	0.0006410956	0.0408	79.0	1673.5023214817047
179	163.48181	49.033897	244.12265	109.59525	811.5	13.714717	20.018896	76.60002	-14.06761	900000	2.1362304e-08	73.38966	-0.008030289	-45.78286	0.6094968	0.0015838507	0.0248	79.0	1682.780839920044
180	159.98267	49.872066	227.57822	92.2967	695.8333	12.423753	22.57309	129.004	-23.607494	905000	1.373291e-08	212.61642	-0.0049044965	-153.13531	0.5869317	0.008901965	0.057	79.0	1690.9931585788727
181	184.5854	43.38891	266.767	118.52864	586.7143	23.616503	25.05822	127.898315	-2.0471535	910000	2.4414062e-08	203.33725	-0.00439718	-46.399048	0.57357293	0.0041294764	0.04	79.0	1699.070910692215
182	138.10161	57.490253	228.03223	27.15169	711.0	14.821478	19.39829	68.18213	-4.2247887	915000	1.2207031e-08	293.2784	-0.0055816635	-118.37875	0.6318134	0.017290765	0.199	14.0	1706.772139787674
183	76.41021	144.40118	204.98433	-259.37973	647.8571	27.931593	21.289827	97.48537	-9.491778	920000	0.0	1719.2694	-0.0044673705	-1202.1785	0.58163226	0.008027636	0.0676	79.0	1714.9247403144836
184	78.07593	147.44968	174.46948	-247.88292	730.6667	7.3372545	26.929325	106.68861	-188.913	925000	-6.1035155e-09	560.9122	-0.0108076595	-192.92426	0.626169	0.007361993	0.1106	79.0	1722.7334568500519
185	156.2686	42.18371	229.38184	95.122406	682.5	14.888713	21.723917	103.96639	-54.299465	930000	-3.671646e-09	254.01656	-0.005750373	-202.02406	0.49394596	0.0062487656	0.0732	79.0	1731.2088215351105
186	171.56665	80.60131	259.48877	-25.938707	562.625	19.205872	27.409824	105.23335	-118.633644	935000	-1.2207031e-08	464.942	-0.00714599	-186.05319	0.5278163	0.0075636217	0.06	79.0	1738.284744977951
187	111.796196	65.54327	171.1897	-14.402375	781.1667	23.07674	17.257622	98.716125	-2.1089196	940000	2.9754638e-08	361.8813	-0.006482183	-253.07451	0.58776104	0.010425298	0.1302	79.0	1747.2954189777374
188	158.93398	58.034977	239.06903	106.84681	766.5	10.912946	20.607876	102.53301	-9.015062	945000	-9.155274e-09	129.19177	-0.007803708	-89.26139	0.58324355	0.008935445	0.0688	79.0	1755.4457008838654
189	114.15392	53.376648	218.7321	43.929115	696.0	15.552952	23.227345	88.67339	-6.173653	950000	0.0	385.57922	-0.0071561034	-244.04094	0.5641025	0.0032168762	0.0394	79.0	1764.2604084014893
190	159.91687	65.48634	226.16237	28.37801	611.0	25.625288	24.060743	116.44056	-10.885837	955000	-1.3351441e-08	862.559	-0.006704422	-469.678	0.54748535	0.008580638	0.0688	79.0	1772.8584561347961
191	176.51846	41.30221	220.75357	98.94556	555.125	24.38365	22.959146	127.40506	-11.796155	960000	6.1035155e-09	442.3375	-0.005837604	-230.22424	0.59568137	0.006100278	0.0758	79.0	1780.4008738994598
192	155.3225	35.499634	194.20322	94.1103	711.7143	15.708869	18.31379	88.78764	-5.114985	965000	-2.4414062e-08	137.0988	-0.001713562	-64.429955	0.5612957	0.025693225	0.2772	3.0	1788.3221447467804
193	172.81018	85.77456	244.92567	-28.466322	600.5	20.794445	20.868362	103.58411	-36.953407	970000	1.2207031e-08	629.2871	-0.009129727	-201.4075	0.55106604	0.011314174	0.107	79.0	1795.716549396515
194	159.86702	46.376564	227.26741	88.79764	648.5714	34.154945	29.802944	115.415146	-5.806302	975000	-2.4414062e-08	1232.1245	-0.005540625	-973.48303	0.519163	0.0032156375	0.1106	79.0	1803.0417039394379
195	171.08546	69.33094	282.02036	101.725365	827.5	15.276875	20.897766	107.48456	-4.0970573	980000	-3.0517577e-09	243.3378	-0.005421014	-55.423798	0.5625542	0.0070889634	0.0762	79.0	1811.4565978050232
196	130.44882	53.237858	212.59595	80.90341	778.3333	16.778547	15.597558	74.34905	-11.609513	985000	1.8310548e-08	127.34325	-0.003250879	-58.31185	0.58992666	0.015305179	0.1894	3.0	1819.8247323036194
197	180.13417	56.63634	264.903	80.68721	636.1429	15.04608	22.726236	91.13348	-27.923147	990000	9.155274e-09	333.07022	-0.0040671844	-136.85733	0.56032246	0.0068749846	0.0738	79.0	1827.7376072406769
198	158.38922	53.806274	214.09422	86.66887	744.8333	26.122229	16.647022	91.60168	-3.6834707	995000	-2.4414062e-08	439.5432	-0.0036301208	-208.40881	0.45077157	0.007278833	0.0946	79.0	1835.852772951126
199	141.25157	56.05946	228.32086	84.94163	773.0	15.812531	21.177135	99.38319	-8.672864	1000000	-9.155274e-09	102.54488	-0.00594144	-14.84301	0.5401838	0.0063824193	0.038	79.0	1844.0981616973877
200	166.55058	57.74002	254.606	81.706795	780.3333	17.509869	22.947182	91.0785	-6.800472	1005000	4.577637e-09	37.04897	-0.007693883	-13.9440365	0.5646343	0.0034064534	0.032	79.0	1852.6868362426758
201	173.0978	54.953243	244.05086	109.53038	678.3333	11.886293	20.13132	65.49613	-12.296583	1010000	-1.6784668e-08	274.78766	-0.0050884443	-118.38965	0.5722585	0.008460696	0.0662	79.0	1861.1800928115845
202	162.63762	61.781265	228.20969	39.02756	625.2857	17.889019	23.810183	117.17039	-11.298571	1015000	2.1362304e-08	263.229	-0.0081792325	-137.43909	0.5889063	0.015357674	0.0688	72.0	1869.0946176052094
203	171.3416	67.85993	281.14185	76.7975	655.2857	25.564259	22.974497	102.73296	-4.085411	1020000	-1.2207031e-08	267.894	-0.00421908	-109.15544	0.58179533	0.016222458	0.173	20.0	1876.831570148468
204	140.87823	85.850334	262.83286	-14.963756	639.4286	15.035727	25.284382	92.49895	-20.831457	1025000	-6.1035155e-09	416.8106	-0.0015479615	-183.8179	0.5809401	0.012420863	0.155	4.0	1884.8471693992615
205	181.50523	41.85255	228.48257	103.503075	667.0	16.711273	23.986292	124.56963	-5.071935	1030000	1.8310548e-08	78.294	-0.0071509033	-37.97271	0.5565938	0.003170446	0.0326	79.0	1892.3992004394531
206	188.7793	40.543324	251.2474	115.64348	504.44446	23.937363	24.885672	100.12293	-7.013683	1035000	1.0681152e-08	238.06454	-0.0048467666	-58.288147	0.55651873	0.0067498344	0.0782	79.0	1900.0762491226196
207	125.242905	32.096394	188.7062	102.13364	867.4	24.101774	28.271952	146.24268	-8.154872	1040000	-1.2207031e-08	742.17816	-0.004275183	-647.9426	0.5446921	0.0016193007	0.0264	79.0	1908.255245923996
208	147.4217	41.597107	184.28041	65.731476	682.3333	16.814991	21.362963	95.52574	-6.7911525	1045000	3.967285e-08	166.58676	-0.0064226226	-121.277985	0.51759464	0.016068717	0.0582	46.0	1916.255785226822
209	171.9967	49.85345	230.13832	110.969696	645.8571	15.7250185	21.227182	94.74391	-12.466509	1050000	-7.629395e-09	344.1418	-0.0019119193	-209.9914	0.54433566	0.019630494	0.1856	5.0	1923.5056059360504
210	156.95836	42.78117	238.31316	116.05993	861.6	8.29172	25.431728	126.46202	-19.701273	1055000	-6.713867e-08	71.20342	-0.008097486	-59.730946	0.572673	0.009713189	0.0702	79.0	1932.473664522171
211	184.60555	63.402905	295.3795	92.25523	709.4286	20.119703	24.287281	106.79301	-6.345201	1060000	8.5449216e-08	269.15103	-0.004291895	-66.87456	0.44719502	0.0057266727	0.041	79.0	1940.1430656909943
212	191.89397	46.038998	264.8069	125.74403	589.5714	19.848028	26.609634	113.860504	-10.661797	1065000	1.525879e-08	241.87575	-0.005940735	-145.90865	0.5554464	0.0094287	0.0618	79.0	1947.8137052059174
213	133.14714	78.56362	248.89812	15.3287325	699.1667	21.60635	20.518482	92.32801	-3.916196	1070000	-1.8310548e-08	404.6765	-0.0059940033	-163.50682	0.5462421	0.0051833014	0.1132	79.0	1956.4668936729431
214	184.41641	70.50304	278.89764	-11.522286	446.9091	23.70415	26.290901	147.78842	-16.983923	1075000	1.2207031e-08	481.3934	-0.006932727	-183.2565	0.54205835	0.012850897	0.0738	79.0	1963.1722633838654
215	196.81534	42.75183	259.92172	137.32417	684.2857	33.19335	24.326336	116.1072	-0.7743128	1080000	-3.0517577e-09	406.74646	-0.006255197	-182.76956	0.43295822	0.005824279	0.122	79.0	1971.0797333717346
216	114.59812	26.421103	165.5758	89.26781	882.8	18.317883	22.960112	117.2298	-5.3649206	1085000	2.4414062e-08	235.59683	-0.008095468	-169.37604	0.5522247	0.011109325	0.0812	79.0	1979.2022950649261
217	169.51547	41.45503	253.44107	113.22466	707.4286	14.516005	23.357546	114.82528	-20.952051	1090000	1.8310548e-08	167.34203	-0.0028879212	-114.51632	0.5605601	0.021865578	0.3036	7.0	1986.4347276687622
218	173.33755	63.034744	276.60205	51.32467	611.375	20.732382	28.8523	109.64889	-9.510363	1095000	-1.2207031e-08	441.11285	-0.007126703	-170.29617	0.58459836	0.0058377087	0.0438	79.0	1994.6818969249725
219	114.01681	150.78717	260.1922	-236.35799	617.5714	21.490255	26.667614	223.58435	-5.224432	1100000	2.746582e-08	2087.5537	-0.00493855	-1379.5962	0.5978261	0.0044552763	0.0384	79.0	2002.8798921108246
220	151.05574	37.79229	187.40108	91.57777	672.0	10.342419	23.199053	104.88049	-154.72656	1105000	-6.1035155e-09	340.58804	-0.002408667	-255.50945	0.5797869	0.0166618	0.3018	7.0	2011.0774240493774
221	92.83045	78.52748	191.68597	-36.542583	612.0	20.061718	21.97333	102.57233	-64.68833	1110000	1.8310548e-08	610.5734	-0.009110852	-354.88135	0.5743661	0.007443972	0.0638	79.0	2018.7154817581177
222	153.24454	49.491444	236.80864	74.65342	587.2857	11.214821	19.335379	91.59107	-48.077793	1115000	6.1035155e-09	291.86047	-0.00906558	-170.73244	0.4974125	0.006727895	0.0466	79.0	2026.4701118469238
223	103.452034	144.04404	206.42867	-242.51964	693.7143	20.429321	25.021288	163.37924	-8.468541	1120000	2.4414062e-08	1509.9502	-0.012254538	-1065.0474	0.508846	0.005856402	0.032	79.0	2034.596526145935
224	163.21826	74.06987	295.17203	24.323475	588.375	14.617684	22.195925	78.71036	-35.336403	1125000	0.0	521.5635	-0.007874768	-202.53513	0.5139817	0.0048995977	0.046	79.0	2042.1316294670105
225	157.74191	58.03241	221.4987	47.996197	621.875	20.74527	22.52327	92.00722	-3.4400852	1130000	2.4414062e-08	322.73193	-0.005900473	-49.855316	0.42225748	0.0032643508	0.0358	79.0	2049.8513181209564
226	119.73304	73.48559	236.81274	2.6829865	597.0	15.097754	22.860723	89.360756	-21.151125	1135000	1.2207031e-08	397.27335	-0.007433478	-118.934875	0.534798	0.0070871497	0.0724	79.0	2057.673747062683
227	172.30339	65.94051	283.0042	90.71391	766.3333	10.122487	20.282558	83.617676	-11.383264	1140000	1.2016296e-08	289.70547	-0.007903025	-209.18457	0.45368955	0.00815386	0.1166	79.0	2065.98503613472
228	154.83516	62.356236	228.0525	59.324245	672.8333	17.450226	20.47317	90.27813	-11.623976	1145000	-2.4414062e-08	284.0397	-0.005417322	-130.26463	0.543849	0.011049636	0.0748	79.0	2074.4822421073914
229	148.24727	68.35411	240.49306	6.6797795	448.72726	27.880413	24.046663	110.23039	-15.134152	1150000	1.2207031e-08	574.69336	-0.007241089	-190.51486	0.53411484	0.013252408	0.073	79.0	2083.6653139591217
230	94.49163	67.74462	172.71771	-3.3115213	786.6667	11.937896	19.561283	99.57003	-10.690627	1155000	0.0	311.26678	-0.007492761	-183.13069	0.5958344	0.008654415	0.1862	79.0	2093.8452532291412
231	160.5875	84.131485	246.9327	-12.612153	503.125	18.606785	25.382479	98.89893	-24.060343	1160000	-2.1362304e-08	619.8194	-0.0033786101	-290.93784	0.49170175	0.0034810524	0.0502	79.0	2103.215038537979
232	100.3902	82.6222	231.79813	-3.0927067	568.0	17.028112	25.553658	159.04057	-15.934088	1165000	-3.3569336e-08	458.99744	-0.007075769	-249.1999	0.54206324	0.008006221	0.0674	79.0	2111.8541643619537
233	158.04028	52.37389	203.0033	21.29661	462.33334	13.642547	22.615877	90.65136	-36.98823	1170000	4.8828124e-08	525.5012	-0.005085626	-431.80814	0.4692578	0.01287077	0.1116	79.0	2119.418215751648
234	122.20971	127.06738	273.2477	-146.92053	407.0	29.08341	28.223978	147.80898	-11.400152	1175000	1.8310548e-08	1812.8289	-0.011729792	-1193.812	0.53622144	0.015756685	0.058	69.0	2126.9970989227295
235	147.25584	113.642715	236.98058	-162.1953	431.18182	19.774277	25.30158	92.94904	-46.27058	1180000	-1.0681152e-08	1075.3114	-0.006784114	-531.4169	0.49228534	0.0073417258	0.1182	79.0	2134.844314098358
236	174.39128	70.375595	269.95883	97.90696	749.8333	23.141111	23.289509	90.64738	-5.030099	1185000	7.629395e-09	288.18726	-0.010904757	-193.62042	0.5359032	0.00974892	0.074	79.0	2142.7244753837585
237	146.08165	54.264603	231.13	52.812958	590.0	19.004759	25.52369	94.33647	-66.976	1190000	2.746582e-08	324.36725	-0.0069309785	-251.37875	0.47126317	0.0064700507	0.0478	79.0	2150.5238387584686
238	104.185234	84.15998	214.03723	-26.096703	636.1429	29.091238	36.062267	137.44942	-27.616951	1195000	-3.0517577e-09	1409.1964	-0.006971504	-1040.9991	0.48814112	0.0040841405	0.0942	79.0	2158.2494390010834
239	131.39383	44.63143	174.04669	44.021843	693.5714	9.441902	21.686514	78.04461	-87.62651	1200000	1.5258789e-09	404.5161	-0.0030980862	-315.0324	0.5307103	0.014062569	0.3182	6.0	2165.6417632102966
240	159.76253	41.515503	215.94803	83.84164	703.1429	12.902114	22.2286	89.72592	-20.584122	1205000	2.4414062e-08	282.99173	-0.0047240905	-119.04654	0.5435154	0.004950262	0.0472	79.0	2174.3826735019684
241	152.73558	67.29185	231.39432	26.354416	598.4286	21.013432	28.316298	112.79742	-15.510823	1210000	-3.6621095e-08	337.1223	-0.009285242	-128.01686	0.5338401	0.0069980705	0.0874	79.0	2182.160130262375
242	129.98482	48.79119	183.49484	45.481018	701.8571	10.905434	26.133856	93.90192	-21.927904	1215000	-1.2207031e-08	215.6781	-0.007105536	-99.085175	0.5125834	0.008303058	0.0822	79.0	2189.9018120765686
243	174.12383	63.547832	287.27997	74.115204	762.5	15.444223	21.554317	98.72096	-17.321098	1220000	6.1035155e-09	329.66852	-0.005889392	-127.70982	0.42012948	0.0071976935	0.092	79.0	2197.440620660782
244	182.10054	47.01144	249.79738	110.118546	606.875	19.06489	24.515987	101.506905	-14.910704	1225000	-2.4414062e-08	360.851	-0.006991037	-64.935974	0.42161256	0.007834002	0.0962	79.0	2204.9927554130554
245	157.28236	62.690838	236.27449	78.08701	712.5714	17.833921	21.173628	122.02155	-13.414199	1230000	2.4414062e-08	210.57837	-0.0090898005	-152.89772	0.6833098	0.015608963	0.0794	54.0	2212.411249399185
246	146.408	76.01847	270.24158	30.411741	472.8	26.175875	33.229218	119.59237	-19.764908	1235000	-6.1035155e-09	511.2397	-0.0075481264	-293.27246	0.5825394	0.005057662	0.0472	79.0	2219.4306297302246
247	140.83719	78.59257	233.69002	-26.264536	551.0	22.398928	26.301283	101.39823	-41.346092	1240000	1.8310548e-08	503.3247	-0.0054346067	-179.93271	0.5563928	0.01708948	0.1698	8.0	2226.711764574051
